埼玉,319,1,891240,20111001
埼玉,173,1,420216,20111001
千葉,476,0,826811,20111001
千葉,692,1,19301,20111001
東京,160,1,220363,20111001
東京,874,0,762613,20111001
東京,88,1,441986,20111001
東京,972,0,951090,20111001
東京,521,0,277999,20111001
東京,177,0,651350,20111001
埼玉,555,1,453222,20111002
千葉,892,1,449405,20111002
千葉,887,0,314118,20111002
千葉,336,1,805071,20111002
東京,850,0,748174,20111002
東京,286,1,462774,20111002
東京,260,0,606862,20111002
東京,756,0,15399,20111002
東京,770,1,802144,20111002
東京,491,0,89243,20111002
埼玉,386,1,661562,20111003
埼玉,749,0,235999,20111003
埼玉,180,0,613690,20111003
埼玉,709,1,241846,20111003
千葉,192,1,536581,20111003
千葉,688,1,860915,20111003
東京,930,0,374102,20111003
東京,745,0,958636,20111003
東京,241,0,68636,20111003
東京,803,0,937094,20111003
埼玉,843,1,808066,20111004
埼玉,31,0,107638,20111004
埼玉,592,1,627890,20111004
埼玉,616,1,334311,20111004
埼玉,584,0,366661,20111004
千葉,23,0,915191,20111004
千葉,760,0,89511,20111004
千葉,440,0,804531,20111004
千葉,51,1,978903,20111004
東京,56,0,763763,20111004
埼玉,560,1,763545,20111005
埼玉,27,0,203102,20111005
埼玉,565,1,285055,20111005
千葉,510,1,112097,20111005
千葉,4,1,871444,20111005
千葉,554,1,614683,20111005
千葉,877,1,529944,20111005
東京,431,0,391908,20111005
東京,191,1,789341,20111005
東京,521,1,209756,20111005
