東京,0468,0,206650,20100819
千葉,0778,0,583373,20111221
埼玉,0693,0,410523,20100128
千葉,0728,0,417562,20111011
千葉,0865,0,618135,20100611
千葉,0561,0,2689,20100807
東京,0379,0,796361,20110411
埼玉,0322,0,84282,20110107
埼玉,0757,0,951056,20110205
東京,0152,0,814335,20100302
埼玉,0538,0,338637,20100318
埼玉,0425,0,847191,20110616
千葉,0172,0,946336,20110603
千葉,0568,0,296773,20100509
千葉,0941,0,375583,20110131
千葉,0150,0,22745,20100111
千葉,0757,0,127274,20110813
埼玉,0671,0,631160,20100224
東京,0993,0,237677,20111121
東京,0151,0,370791,20110802
東京,0254,0,491952,20100720
埼玉,0982,0,895353,20100403
東京,0380,0,868206,20110701
埼玉,0103,0,800270,20110418
千葉,0360,0,771096,20100619
埼玉,0516,0,880862,20111229
埼玉,0390,0,34806,20100429
千葉,0024,0,187174,20110130
東京,0189,0,483735,20110208
東京,0205,0,466988,20110405
埼玉,0632,0,617288,20110918
千葉,0243,0,206395,20110920
千葉,0032,0,295248,20100323
埼玉,0873,0,10199,20100717
東京,0748,0,8769,20100419
千葉,0624,0,330539,20101207
千葉,0982,0,878669,20110609
埼玉,0254,0,254904,20110906
千葉,0453,0,11379,20100806
東京,0262,0,557501,20100210
東京,0813,0,383738,20110929
千葉,0537,0,641726,20100924
千葉,0238,0,608513,20101005
埼玉,0287,0,320831,20100913
千葉,0643,0,217611,20110930
東京,0107,0,246552,20100812
東京,0853,0,670991,20100212
千葉,0264,0,660166,20100314
東京,0374,0,736264,20100911
東京,0776,0,236009,20110826
千葉,0547,0,783424,20110104
千葉,0441,0,304454,20100524
千葉,0102,0,380463,20111122
東京,0407,0,192148,20100201
埼玉,0868,0,661719,20110103
