千葉,0624,1,337157,20101117
埼玉,0493,1,190376,20101005
千葉,0729,1,910077,20101209
東京,0960,1,822381,20101023
東京,0075,1,51126,20110118
東京,0936,1,929172,20111210
千葉,0547,1,600018,20110217
東京,0114,1,985299,20111209
東京,0605,1,97556,20110202
千葉,0610,1,893655,20100703
東京,0950,1,381081,20100420
埼玉,0577,1,844898,20110809
千葉,0305,1,342592,20100730
千葉,0512,1,585673,20100220
東京,0328,1,474006,20101110
千葉,0369,1,358017,20111014
東京,0258,1,268206,20101006
埼玉,0178,1,813749,20100805
埼玉,0755,1,913646,20100824
千葉,0307,1,389369,20100812
埼玉,0405,1,47424,20110512
東京,0992,1,725194,20100719
千葉,0420,1,86565,20110721
埼玉,0856,1,237842,20110908
東京,0220,1,180143,20100908
東京,0276,1,291087,20110429
千葉,0593,1,698438,20100415
千葉,0748,1,606949,20100701
埼玉,0409,1,415116,20100424
埼玉,0413,1,920704,20100804
埼玉,0094,1,246999,20100108
埼玉,0707,1,95301,20110302
東京,0736,1,394466,20100210
東京,0441,1,224243,20110606
東京,0460,1,871297,20110226
千葉,0569,1,424957,20110408
埼玉,0557,1,554444,20101103
東京,0247,1,108570,20111009
千葉,0033,1,995277,20110305
千葉,0850,1,39064,20110603
埼玉,0585,1,563832,20111111
千葉,0580,1,155080,20111109
埼玉,0013,1,551354,20110323
千葉,0601,1,631103,20110403
千葉,0712,1,627111,20111107
